Lemma	Glosses
סְאָה	measures;seah;seahs
סְאוֹן	boot
סְבַךְ	thicket;thicket_of;thickets_of
סְבַל	retained
סְבַר	attempt
סְבָא	Seba
סְבָאִים	Sabeans
סְבֹךְ	thicket_of
סְגִד	worship;worshiped
סְגַן	prefect;prefects
סְגַר	shut
סְגֻלָּה	possession_of;treasure;treasure_of;treasured_possession
סְגוֹר	gold;rib_cage_of
סְדֹם	Sodom
סְוֵנֵה	Syene
סְחִי	scum
סְחָבָה	rags
סְחֹרָה	markets_of
סְכָכָה	Secacah
סְלִיחָה	forgiveness;forgiving
סְלֵק	came_up;turned_to
סְמַדֵר	blossom;blossoms
סְמַכְיָהוּ	Semachiah
סְנֶה	bush
סְנַפִּיר	fins
סְנָאָה	Hassenaah;Senaah
סְנוּאָה	Hassenuah
סְעִפָּה	opinions
סְעַד	helping
סְעַפָּה	boughs_of
סְעָרָה	storm;storm_of;storms_of;stormy;tempest;violent;whirlwind
סְפִינָה	ship
סְפַר	archives;book_of;books;books_of
סְפַרְוִי	Sepharvites
סְפַרְוַיִם	Sepharvaim
סְפָר	census;Sephar
סְפָרַד	Sepharad
סְפֹרָה	number
סְתַר	destroyed;hidden
סְתָיו	winter
סְתוּר	Sethur
סִבְלָה	burdens_of;forced_labor_of;labors_of;working_of
סִבְרַיִם	Sibraim
סִבְּכַי	Sibbecai
סִבָּה	turn_of_events
סִבֹּלֶת	sibboleth
סִיג	dross;dross_of;impure
סִיוָן	Sivan
סִיחוֹן	Sihon
סִין	Pelusium;Sin
סִינִי	Sinites
סִינִים	Sinim
סִינַי	Sinai
סִיסְרָא	Sisera
סִיעָא	Sia;Siaha
סִיר	basin_of;cooking_pot;cooking_pots;hooks_of;pot;pot_of;pots;pots_of;thorns
סִכְלוּת	folly;folly_of
סִכּוּת	Sikkuth
סִלָּא	Silla
סִסְמַי	Sismai
סִפְרָה	book_of
סִפַּי	Sippai
סִפֻּן	ceiling
סִרְיֹן	armor;armor_of
סִרְפָּד	brier
סִתְרִי	Sithri
סִתְרָה	shelter
סֵאסֵא	banishing
סֵבֶל	burden;forced_labor_of;loads
סֵדֶר	order
סֵעֵף	double-minded
סֵפֶל	bowl;bowl_of
סֵפֶר	book;book_of;books;certificate_of;deed;deed_of;deeds;document;indictment;letter;letters;literature;scroll;writing;written
סֵתֶר	backbiting;cover_of;covering_of;covert_of;hiding_place;hiding_place_of;private;protection_of;ravine_of;refuge;refuge_of;secrecy;secret;secret_place;secret_place_of;shelter_of;veil
סֶכֶל	folly
סֶלֶד	Seled
סֶלֶף	crookedness_of;perverseness
סֶלַע	cliff;cliffs;crags;mountain;rock;rock_of;rocks;rocky;Sela
סֶלַע הַמַּחְלְקוֹת	Escape;the_Rock_of
סֶלָה	selah
סֶמֶל	figure;idol;image_of
סֶנֶּה	Seneh
סֶרֶד	Sered
סֶרֶן	axles_of;lords;lords_of;rulers;rulers_of
סֶרַח	part
סַבְתְּכָא	Sabteca
סַבְתָּה	Sabta;Sabtah
סַבָּל	bear_burdens;burden_bearers;laborers;porters
סַגְרִיר	rainy
סַד	stocks
סַהַר	rounded
סַחַר	income_of;merchandise_of
סַךְ	throng
סַל	basket;basket_of;baskets;baskets_of
סַלְכָה	Salecah
סַלְסִלָּה	branches
סַלַּי	Sallai
סַלָּח	forgiving
סַלּוֹן	brier;thorns
סַלּוּ	Sallu
סַלּוּא	Sallu
סַם	fragrant;fragrant_spices;sweet_spices
סַמְגַּר נְבוֹ	-nebo;Samgar-
סַנְבַלַּט	Sanballat
סַנְוֵרִים	blindness
סַנְחֵרִיב	Sennacherib
סַנְסִנִּים	fruit_of
סַנְסַנָּה	Sansannah
סַעַר	storm;tempest;tempest_of
סַף	basin;basins;bowls;bowls_of;cup_of;cups;doors;Saph;threshold;threshold_of;thresholds
סַפִּיר	sapphire;sapphires
סַפַּחַת	scab
סַר	sullen
סַרְבָּל	robes_of
סַרְגֿוֹן	Sargon
סַרְדִּי	Seredites
סַרְעַפָּה	boughs_of
סָאַן	warrior
סָבִיב	all_about;all_along_~_outside;all_around;all_around_of;all_over;all_sides;all_sides_of;around;around_of;back;circuits_of;circumference;encircled;every_hand;every_side;forth;neighbors_of;on_all_sides;on_every_side;places_around_of;region_around_of;round;surround_of;surrounding;surrounding_of;surrounds_of;turn;wide
סָבַב	began;bring_back;bring_~_over;brought_around;carried;change;changed;changed_of;circled_around;circles;come_around;eluded;encircle;encircled;encompasses;entangled;flows_around;gather_around;gathered_around;go;go_about;go_around;goes_around;led_~_around;made_~_march;makes_a_turn;making_~_rounds;march_around;marched_around;moved;once_again;prowling_about;removed;responsible;returned;rolled;sent_~_around;sit_down;skirting;surround;surrounded;surrounding;surrounds;swung_open;transferred;traveled_around;turn;turn_aside;turn_away;turn_back;turn_~_over;turned;turned_about;turned_around;turned_aside;turned_away;turned_over;turned_~_around;turned_~_away;turned_~_over;turning;turns;walk_about;went;went_around;went_on_a_circuit
סָבַךְ	entangled;intertwined
סָבַל	be_heavy_with_young;bear;burden;carried;carry;drags_~_along
סָבָא	drink_too_much_of;drunk;drunkard;drunkards;fill_~_with
סָגַד	bow_down;bows_down;it
סָגַר	being_shut;close;closed;closed_in;closed_up;confine;confined;deliver;deliver_up;delivered;delivered_up;gave_over;gave_~_over;give_up;given;given_~_up;hand_over;handing_~_over;hands_~_over;imprisons;javelin;pure;put;put_~_aside;quarantine;shut;shut_up;shut_~_in;surrender
סָגָן	commanders;officials;officials_of;rulers
סָדִין	linen_garments
סָחִישׁ	what_springs_from_that
סָחַב	drag;drag_away;dragged_away;dragged_off
סָחַף	driving;fled
סָחַר	customers_of;did_business_of;income_of;merchandise_of;merchant;merchant_of;merchants;merchants_of;ply_~_trade;throbs;trade;traders;traders_of;trafficked_of
סָחָה	scrape
סָכַךְ	cover;covered;covering;guardian;knit_~_together;made_a_covering;overshadowing;screen;screened;spread_~_protection;stir_up;stirred_up
סָכַל	acted_foolishly;acted_like_a_fool;acted_~_foolishly;done_foolishly;done_~_foolishly;foolishly;makes_~_foolish;turn_~_intofoolishness
סָכַן	acquainted;advantage;agree;attendant;be_of_service;be_of_use;endangered;impoverished;in_the_habit;profitable;profits;steward;to_make_habit
סָכַר	bribed;closed;hand_over;stopped
סָכַת	silent
סָכָל	fool;foolish;stupid
סָלֵק	ascend
סָלַד	exult
סָלַח	forgive;forgiven;forgives;pardon;pardoned;you
סָלַל	build;build_up;built_up;cherish;exalting_yourself;highway;lift_up;pile_~_up;thrown_up
סָלַף	brings;overthrows;ruins;subverts;twists
סָלָא	worth_~_weight
סָלָה	reject;rejected;valued
סָלוּא	Salu
סָמַךְ	established;holds;laid;laid_siege;lay;lean;leaned;leans;lies_heavy;relied;rested;steadfast;steady;support_of;sustain;sustained;sustainer_of;sustains;upheld;uphold;upholds
סָמַן	plots
סָמַר	bristled;trembles
סָמָר	bristling
סָס	worm
סָעִיף	branches_of;cleft_of;clefts_of
סָעַד	fortify;refresh;supported;sustain;sustains;upheld;uphold
סָעַף	lop_off
סָעַר	came_like_a_whirlwind;perturbed;scattered_~_witha_whirlwind;storm-tossed;stormy;swirling;tempestuous
סָעָה	raging
סָפִיחַ	aftergrowth_of;torrents_of;what_grows_of_itself
סָפִר	scribe;scribe_of
סָפַד	beat;lament;lamented;mourn;mourned;mourners;mourns;wailing_of
סָפַח	appoint;attach;huddle_together;pouring_out;sharing
סָפַן	covered;paneled;paneling;reserved;roofed
סָפַף	be_a_doorkeeper
סָפַק	clap;claps;clasp_hands;strike;strikes;struck;struck_~_together;wallow
סָפַר	assigned;count;count_off;counted;counted_~_out;declare;declared;he_took_census_of;kept_count;measuring;number;numbered;proclaim;recite;record;recount;recounted;repeated;set_forth_~_case;speak;talk;tell;telling;told;took_a_census;utter
סָפָה	add;bringing_disaster;caught;devastation;heap;increase;perish;sweep_away;sweep_~_away;swept_away;take;take_off
סָקַל	clear;cleared_~_ofstones;he_must_be_stoned;he_will_be_stoned;pelted;stone;stoned;stoning;threw;to_be_stoned
סָרִיס	court_officials;court_officials_of;eunuch;eunuch_of;eunuchs;eunuchs_of;officer;officer_of;officers_of;official;officials_of;palace_officials
סָרֵךְ	administrators;administrators_of
סָרַח	decayed;flowing_of;hang;lounge;lounging;spreading
סָרַף	burns_of
סָרַר	defiant;rebellious;rebels;stubborn
סָרָב	briers
סָרָה	betrayed;ceasing;rebellion;revolt;wrongdoing
סָתַם	blocked;closed;keep_~_secret;remain_secret;seal_up;secret;stop;stop_up;stopped_up
סָתַר	absent;conceal;concealed;hid;hidden;hide;hides;hiding;I_will_hide;secret;to_hide;undetected
סֹבֶא	drink_of;drinking_of;drunkard;wine_of
סֹבֶל	burden_of
סֹהַר	prison
סֹחֵרָה	buckler
סֹחֶרֶת	precious_stones
סֹךְ	den_of;shelter_of;tent_of;thicket_of
סֹכֵךְ	mantelet
סֹלְלָה	ramp;ramps;siege_ramp;siege_ramps
סֹלֶת	fine;fine_flour;fine_flour_of;fine_~_flour_of;flour
סֹפֵר	learned_of;marshal's;scribal;scribe;scribe's;scribes;secretaries;secretaries_of;secretary;secretary's;secretary_of;writer
סֹפֶרֶת	Hassophereth;Sophereth
סֻכִּיִּים	Sukkiim
סֻכָּה	booth_of;booths;canopy;canopy_of;hut;pavilion_of;shelter;shelters;tents;thicket
סֻכּוֹת	Succoth
סֻכּוֹת בְּנוֹת	-benoth;Succoth-
סֻלָּם	stairway
סׇלְעָם	bald_locust
סוֹא	So
סוֹד	clever_schemes;company_of;confidence_of;council_of;counsel;friendship_of;gathering_of;intimacy_of;secret;secret_of;secret_plots_of;secrets
סוֹדִי	Sodi
סוֹטַי	Sotai
סוֹף	conclusion_of;end;end_of;ends_of;rear_of
סוּג	backslider_of;encircled;he_turned;may_they_be_turned;move;move_of;moves;overtake;put_away;turn;turn_back;turned;turned_away;turned_back;turning;turning_away
סוּגַר	cage
סוּחַ	Suah
סוּחָה	refuse
סוּךְ	anoint;anointed;enclosed;hedged_in;to_use_lotion
סוּמְפּוֹנְיָה	drum
סוּס	horse;horse's;horse_of;horses;horses';horses'_of;horses_of;mounted;stallions;swallow_of;swift
סוּסִי	Susi
סוּסָה	mare_of
סוּף	bring_~_toan_end;come_to_an_end;fade;fulfilled;red;Reed;reeds;rushes;seaweed;Suph;surely_destroy;swept_away
סוּפָה	gale;storm;storm_of;storm_wind;Suphah;tempest;whirlwind;whirlwinds
סוּר	abolish;abolished;avoids;away;banish;call_back;captain;caused_~_toswerve;cease;come_over;cut_off;degenerate_of;depart;departed;deposed;deprive;deprives_~_of;disappears;escape;expelled;far;get_rid_of;go_away;gone;keep;leave;left;left_~_undone;pass_away;past;put_away;rebels_of;rejected;relieved;removal;remove;removed;removes;removing;return;set_aside;slip;stay;stop;strip_away;strips;Sur;take;take_away;take_off;take_~_away;taken;taken_away;took;took_away;took_off;took_~_off;turn;turn_aside;turn_away;turn_away_of;turn_in;turn_~_aside;turn_~_away;turn_~_back;turned;turned_aside;turned_away;turning;turning_aside;turning_~_away;turns;turns_away;went_away;went_over;went_up;withdrew;without_of
סוּת	allured;drew_~_away;entice;entices;incited;inciting;induced;mislead;misleading;misleads;misled;robes_of;urged
עֱזוּז	fury_of;might_of;power_of
עֱלִי	pestle
עֱנוּת	affliction_of
עֲבִי	thick_of;thickness_of
עֲבִידָה	affairs;affairs_of;service_of;work;work_of
עֲבֵד נְגוֹ	-nego;Abed-
עֲבַד	carried_out;carrying_out;celebrated;do;does;done;executed;he_will_be_cut_into;made;make;obey;ordered;performs;servant_of;servants_of;stirred_up;torn_limb_from_limb
עֲבַר	province_beyond
עֲבָד	deeds_of
עֲבָרִים	Abarim
עֲבָרָה	ford
עֲבֹדָה	attend_of;bondage;burden;ceremony;construction_of;cultivate_of;doing;effect_of;job;labor;labor_of;laborious;rural_of;service;service_of;serving;serving_of;servitude;slavery;slavery_of;task_of;tilling_of;use_of;work;work_of;workers_of
עֲבֹת	bands_of;clouds;corded;cords;cords_of;ropes;ropes_of;thick_foliage
עֲבֻדָּה	servants
עֲבוֹט	pledge;pledge_of;what_~_offersas_security_of
עֲגָבָה	lust_of
עֲגָלָה	cart;cart_of;carts;carts_of;chariots;wagons
עֲדְעָדָה	Adadah
עֲדִי	jewel_of;jewels;ornament;ornament_of;ornaments;ornaments_of;tackle_of;things_of
עֲדִיאֵל	Adiel
עֲדִינָא	Adina
עֲדִינוֹ	adino
עֲדִיתַיִם	Adithaim
עֲדֶן	still;yet
עֲדָה	come;departed;deposes;pass_away;revoked;stripped;taken_away
עֲדָיָהוּ	Adaiah
עֲדָשָׁה	lentil;lentils
עֲדֻלָּם	Adullam
עֲדֻלָּמִי	Adullamite
עֲוִיל	little_ones_of;ungodly;young_children
עֲוִית	Avith
עֲוָיָה	iniquities_of
עֲזִיאֵל	Aziel
עֲזִיזָא	Aziza
עֲזֵקָה	Azekah
עֲזַזְיָהוּ	Azaziah
עֲזַרְאֵל	Azarel
עֲזַרְיָה	Azariah
עֲזַרְיָהוּ	Ahaziah;Azariah
עֲזָאזֵל	Azazel
עֲזָרָה	court;ledge
עֲזוּבָה	Azubah;forsaken
עֲטִין	body_of
עֲטִישָׁה	snorting_of
עֲטַלֵּף	bat;bats
עֲטָרָה	Atarah;crown;crown_of;crowns_of
עֲטָרוֹת	Ataroth
עֲיָם	scorching_of
עֲלִי	upstairs_room_of
עֲלִיָּה	burnt_offerings_of;chamber_of;roof_chamber;roof_chamber_of;room;upper_chamber_of;upper_chambers_of;upper_room;upper_room_of;upper_rooms;upper_rooms_of
עֲלִיל	furnace
עֲלִילִיָּה	deed
עֲלִילָה	actions;actions_of;deeds;deeds_of;ones_slanderous_of;wrongdoings_of
עֲלִיצוּת	gloating_of
עֲלַל	bring_in;brought;brought_in;came;came_in;take;went;went_in
עֲלַע	ribs
עֲלָטָה	dark
עֲלָמוֹת	alamoth
עֲלָת	burnt_offerings
עֲלוּקָה	leech
עֲמִיק	deep
עֲמַסְיָה	Amasiah
עֲמַר	wool
עֲמַשְׁסַי	Amashsai
עֲמָלֵק	Amalek;Amalekites
עֲמָלֵקִי	Amalekite;Amalekites
עֲמָשַׂי	Amasai
עֲמָשָׂא	Amasa
עֲמֹרָה	Gomorrah
עֲנַמֶּלֶךְ	Anammelech
עֲנַנְיָה	Ananiah
עֲנַף	branches_of
עֲנָב	Anab
עֲנָה	Anah;answer;answered;asked;called_out;ordered;replied;responded;said;spoke;spoke_up
עֲנָוָה	humility
עֲנָי	oppressed
עֲנָיָה	Anaiah
עֲנָמִים	Anamim
עֲנָן	clouds_of
עֲנָנִי	Anani
עֲנָנָה	cloud
עֲנָק	chains;jewel;pendants
עֲנָקִי	Anakim
עֲנָשׁ	confiscation_of
עֲנָת	Anath
עֲנָתוֹת	Anathoth
עֲצַב	anguish
עֲצָרָה	assembly;band_of;solemn_assemblies_of;solemn_assembly
עֲקַלְקַל	crooked_ways_of;winding
עֲקַלָּתוֹן	twisting
עֲקַר	uprooted
עֲקָן	Akan
עֲרִיסָה	dough_of
עֲרִירִי	childless
עֲרֵמָה	heap_of;heap_of_grain;heaps;heaps_of;heaps_of_grain
עֲרַב	arabia;mix;mix_with_one_another;mixed
עֲרָב	Arabia;arabs
עֲרָבִי	Arab;nomad
עֲרָבָה	arabah;beth-arabah;clouds;desert;desert_of;deserts;fords_of;plain;plains_of;wasteland;wilderness;willows;willows_of
עֲרָד	Arad;wild_donkeys
עֲרָפֶל	darkness;deep_darkness;thick_darkness;very_thick
עֲרֹעֵר	Aroer
עֲרֹעֵרִי	Aroerite
עֲרֻבָּה	security;token_of
עֲרוֹעֵר	juniper
עֲרוּגָה	bed_of;beds_of;plot_of
עֲשִׁת	planned
עֲשִׂיאֵל	Asiel
עֲשִׂירִי	a_tenth;one-tenth_of;tenth;tenth_of
עֲשַׂב	grass;grass_of
עֲשַׂר	ten
עֲשָׂהאֵל	-el;Asah-;Asahel
עֲשָׂיָה	Asaiah
עֲתִיד	ready
עֲתֶרֶת	abundance_of
עֲתַלְיָהוּ	Athaliah
עֲתָיָה	Athaiah
עֲתָךְ	Athach
עֳנִי	affliction;affliction_of;misery;misery_of;oppression;pains_of;sorrow
עֳפִי	foliage_of
עֳפָיִם	branches
עִבְרִי	Hebrew;Hebrews;Hebrews';Ibri
עִדָּה	filthy
עִדָּן	moment;periods_of_time;situation;time;times
עִדּוֹ	Iddo
עִוְעִים	confusion
עִוֵּר	blind;blindness
עִוָּרוֹן	blindness
עִזְקָה	signet_of;signet_ring_of
עִזָּבוֹן	merchandise_of;wares_of
עִזּוּז	mighty_one;strong
עִי	heap_of_rubble_of;heap_of_ruins;ruins
עִיִּים	Iim;Iyim
עִיֵּי הָעֲבָרִים	-abarim;Iye-
עִיּוֹן	Ijon
עִיט	pounce;pounced;shouted_insults
עִילַי	Ilai
עִין	watched_~_jealously
עִיף	fainting
עִיר	-Ir;anguish;cities;cities_of;city;city_of;inner_room_of;Ir;town;town_of;towns;towns_of;villages_of;watcher;watchers;wrath
עִיר נָחָשׁ	Nahash
עִירִי	Iri
עִירָא	Ira
עִירָד	Irad
עִירָם	Iram
עִיר־הַמֶּלַח	salt
עִירוּ	Iru
עִלִּי	upper
עִלֵּג	stammerers
עִלַּי	most_high
עִלָּה	ground_for_complaint;grounds_for_complaint
עִם	against;along_with;among;and;and_all;as;as_well_as;as_~_as;at;because_of;before;beside;besides;both_~_and;by;despite;follow;for;from;have;in;in_the_presence_of;just_as;just_like;like;near;of;on;on_~_behalf;to;together_with;toward;when;while;with
עִמֵּר	binder_of_sheaves
עִמָּד	against;besides;for;in;surround;to;toward;with
