Tags	IBooks	EBooks	IMarkers	EMarkers	IRefs	ERefs	PreText	SCase	Search	PostText	RCase	Replace	Name	Comment

# NOTE 1: This table only distinguishes names, not making any attempt to separate different people or places
# NOTE 2: Although this table applies to the OET-LV, the versification used is the ENGLISH system
# NOTE 3: Hebrew names that are also short English words (like Ham) may need the 'w' whole word flag so that the matching isn't overdone

# Individuals (or gods)
H					CH1_4:12				Bethrapha			בֵּית-רָפָא		{{{ H1051 (space changed to hyphen (1) 1Chr 4:12*
H					CH1_4:12				Beth-rapha			בֵּית-רָפָא		{{{ H1051 (space changed to hyphen (1) 1Chr 4:12*
H					CH1_4:12				Rapha			רָפָא		{{{ H1051 (1) 1Chr 4:12*
H	JOS,JDG,SA1,SA2,KI1,CH1								Bethshean			בֵּית-שְׁאָן		{ H1052 (space changed to hyphen (9) Josh 17:11,16, Jdg 1:27, 1Sam 31:10,12, 2Sam 21:12, 1Ki 4:12, 1Chr 7:29*
H	JOS,JDG,SA1,SA2,KI1,CH1								Beth-shean			בֵּית-שְׁאָן		{ H1052 (space changed to hyphen (9) Josh 17:11,16, Jdg 1:27, 1Sam 31:10,12, 2Sam 21:12, 1Ki 4:12, 1Chr 7:29*
wH	JOS,JDG,SA1,SA2,KI1,CH1								shean			שְׁאָן		{ H1052 (9) Josh 17:11,16, Jdg 1:27, 1Sam 31:10,12, 2Sam 21:12, 1Ki 4:12, 1Chr 7:29*
wH	JOS,JDG,SA1,SA2,KI1,CH1								Shean			שְׁאָן		{ H1052 (9) Josh 17:11,16, Jdg 1:27, 1Sam 31:10,12, 2Sam 21:12, 1Ki 4:12, 1Chr 7:29*
H	JOS,JDG,SA1,KI1,KI2,CH1,CH2,JER								Bethshemesh			בֵּית-שֶׁמֶשׁ		{{ H1053 (space changed to hyphen (21) Josh 15:10, 19:22,38, 21:16, Jdg 1:33, 1Sam 6:9, ...
H	JOS,JDG,SA1,KI1,KI2,CH1,CH2,JER								Beth-shemesh			בֵּית-שֶׁמֶשׁ		{{ H1053 (space changed to hyphen (21) Josh 15:10, 19:22,38, 21:16, Jdg 1:33, 1Sam 6:9, ...
H	JOS,JDG,SA1,KI1,KI2,CH1,CH2,JER								shemesh			שֶׁמֶשׁ		{{ H1053 (21) Josh 15:10, 19:22,38, 21:16, Jdg 1:33, 1Sam 6:9, ...
H	JOS,JDG,SA1,KI1,KI2,CH1,CH2,JER								Shemesh			שֶׁמֶשׁ		{{ H1053 (21) Josh 15:10, 19:22,38, 21:16, Jdg 1:33, 1Sam 6:9, ...
H	JOS,JDG,SA1,KI1,KI2,CH1,CH2,JER								Heliopolis			בֵּית-שֶׁמֶשׁ		{{ H1053 (space changed to hyphen (21) Josh 15:10, 19:22,38, 21:16, Jdg 1:33, 1Sam 6:9, ...
H					JOS_19:4				Bethul			בְּתוּל		H1329 (1) Josh 19:4*
H	GEN,JOS,JDG,RUT,SA1,SA2,CH2,EZR,NEH,MIC,JER								Bethlehem			בֵּית-לֶחֶם		{ H1035 (41) Gen 35:19, 48:7, Josh 19:15, Jdg 12:8,10, ..., Ruth 1:1, ...
wH	GEN,JOS,JDG,RUT,SA1,SA2,CH2,EZR,NEH,MIC,JER								lehem			לֶחֶם		{ H1035 (41) Gen 35:19, 48:7, Josh 19:15, Jdg 12:8,10, ..., Ruth 1:1, ...
H	JOS,CH1,CH2,NEH								Bethzur			בֵּית-צוּר		{{ H1049 (4) Josh 15:58, 1Chr 2:45, 2Chr 11:7, Neh 3:16*
H	JOS,CH1,CH2,NEH								Beth-zur			בֵּית-צוּר		{{ H1049 (4) Josh 15:58, 1Chr 2:45, 2Chr 11:7, Neh 3:16*
wH	JOS,CH1,CH2,NEH								Zur			צוּר		{{ H1049 (4) Josh 15:58, 1Chr 2:45, 2Chr 11:7, Neh 3:16*
H					JOS_13:26				Betonim			בבְּטֹנִים		H993 (1) Josh 13:26*
H					JDG_1:4,JDG_1:5,SA1_11:8				Bezek			בֶּזֶק		H966 (3) Jdg 1:4-5, 1Sam 11:8*
H					JDG_2:1,JDG_2:5				Bochim			בֹּכִים		H1066 (2) Jdg 2:1,5*
H					SA1_14:4				Bozez			בּוֹצֵץ		H949 rock/cliff (1) 1Sam 14:4*
H					JOS_15:39,KI2_22:1				Bozkath			בָּצְקַת		{ H1281 (2) Josh 15:39, 2Ki 22:1*
H					JOS_15:39,KI2_22:1				Boscath			בָּצְקַת		{ H1281 (2) Josh 15:39, 2Ki 22:1*
H	GEN,CH1,ISA,JER,AMO								Bozrah			בָּצְרָה		H1224 (8) Gen 36:33, 1Chr 1:44, Isa 34:6, 63:1, Jer 48:24, 49:13,22, Amo 1:12*
dH					JOS_19:27,KI1_9:13				Cabul			כָּבוּל/(Cabul)		H3521 (2) Josh 19:27, 1Ki 9:13*
wdH					CH2_35:20,ISA_10:9,JER_46:2				Carchemish			כַּרְכְּמְישׂ/(Carchemish)		H3751 (3) 2Chr 35:20, Isa 10:9, Jer 46:2*
wdH	JOS,SA1,KI1,KI2,CH2,SNG,ISA,JER,AMO,MIC,NAH								Carmel			כַּרְמֶל/(Carmel)		H3760 (24) Josh 12:22, 15:55, 19:26, 1Sam 15:12, 25:2,5,5,7,40, ...
dH					DEU_2:23,JER_47:4,AMO_9:7				Caphtor			כַּפְתֹּר/(Caphtor)		H3731 (3) Deu 2:23, Jer 47:4, Amos 9:7*
dH					EZR_8:17				Casiphia			כָּסִפְיָא/(Casiphia)		H3703 (2) Ezr 8:17*
dH	EZE								Chebar			כְּבָר/(Chebar)		{{ H3529 river (8) Eze 1:1,3, 3:15,23, 10:15,20,22, 43:3*
H	EZE								Kebar			כְּבָר		{{ H3529 river (8) Eze 1:1,3, 3:15,23, 10:15,20,22, 43:3*
dH	JOS,EZE,NEH								Chephirah			כְּפִירָה/(Chephirah)		{ H3716 (4) Josh 9:17, 18:26, Ezra 2:25, Neh 7:29*
dH	JOS,EZE,NEH								Kephirah			כְּפִירָה		{ H3716 (4) Josh 9:17, 18:26, Ezra 2:25, Neh 7:29*
dH					KI1_17:3,KI1_17:5				Cherith			כְּרִית/(Cherith)		H3747 (2) 1Ki 17:3,5*
dH					EZE_30:5				Chub			כּוּב/(Chub)		H3552 (1) Eze 30:5*
dH					EZE_30:5				Libya			כּוּב/(Chub)		H3552 (1) Eze 30:5*
dH					CH1_4:22				Cozeba			כֹּזָבָא/(Cozeba)		{ H3578 (1) 1Chr 4:22*
dH					CH1_4:22				Kozeba			כֹּזָבָא/(Cozeba)		{ H3578 (1) 1Chr 4:22*
dH					CH1_8:8				Cun			כּוּן/(Cun)		H3560 (1) 1Chr 8:8*
dH					HAB_3:7				Cushan			כּוּשָׁן/(Cushan)		H3572 (1) Hab 3:7*
dH					KI2_17:24				Cuthah			כּוּת/(Cuthah)		{ H3575 (1) 2Ki 17:24*
wdH					KI2_17:24				Cuth			כּוּת/(Cuth)		{ H3575 (1) 2Ki 17:30*
H					JOS_19:11				Dabbesheth			דַּבֶּשֶׁת		H1708 (1) Josh 19:11*
H	JOS,CH1								Daberath			דֲּבְרַת		H1705 (3) Josh 19:12, 21:28, 1Chr 6:72*
H	GEN,SA2,KI1,KI2,CH1,CH2								Damascus			דַּמֶּשֶׂק		H1834 (45) Gen 14:15, 15:2, 2Sam 8:5-6, 1Ki 11:24, 15:18, ...
H	JOS,JDG,CH1								Debir			דְּבִיר		H1688 (14) Josh 10:3,38-39, 11:21, 12:13, 13:26, 15:7,15,49, ...
H					EZE_6:14				Diblah			דְּבְלָה		H1689 (1) Eze 6:14*
H	NUM,JOS,NEH,ISA,JER								Dibon			דִּיבוֺן		H1769 (11) Num 21:30, 32:3,34, 33:45-46, Josh 13:9,17, Neh 11:25, ...
H					GEN_36:32,CH1_1:43				Dinhabah			דִּנְהָבָה		H1838 (2) Gen 36:32, 1Chr 1:43*
H					DEU_1:1				Dizahab			דִּי-זָהָב		H1774 space changed to hyphen (1) Deu 1:1*
H					DEU_1:1				Di-			דִּי		H1774 (1) Deu 1:1*
H					DEU_1:1				zahab			זָהָב		H1774 (1) Deu 1:1*
wH	JOS,JDG,KI1,CH1								Dor			דּוֹר		H1756 (7) Josh 11:2, 12:23, 17:11, Jdg 1:27, 1Ki 4:11, 1Chr 7:29*
H					GEN_37:17,KI2_6:13				Dothan			דֹּתָן		H1886 (3) Gen 37:17, 2 Kings 6:13*
wH	GEN,DEU,JOS,CH1								Ebal			עֵיבָל		H5858 (8) Gen 36:23, Deu 11:29, 27:4,13, Josh 8:30,33, 1Chr 1:22,40*
H	SA1								Ebenezer			אֶבֶן-הָעֵזֶר		H72 (space changed to hyphen) (3) 1 Sam 4:1, 5:1, 7:12*
H					EZR_6:2				Ecbatana			אַחְמְתָא		{ H307 (1) Ezr 6:2*
H					EZR_6:2				Achmetha			אַחְמְתָא		{ H307 (1) Ezr 6:2*
wH	GEN,CH2,ISA,EZE,JOL								Eden			עֵדֶן		H5731 (16) Gen 2:8,10,15 3:23-24, Gen 4:16, 2Chr 29:12, 31:15, ...
wH									Edom			אֱדֹם		H123 (100) Gen 25:30, 32:3, ..., Obad 1:1
H	NUM,DEU,JOS								Edrai			אֶדְרֶעִי		{ H154 (8) Num 21:33, Deu 1:4, 3:1,10, Josh 12:4, 13:12,31, 19:37*
H	NUM,DEU,JOS								Edrei			אֶדְרֶעִי		{ H154 (8) Num 21:33, Deu 1:4, 3:1,10, Josh 12:4, 13:12,31, 19:37*
H	JOS,JDG								Eglon			עֶגְלוֹן		H5700 (13) Josh 10:3,5,23,34,36-37, 12:12, ...
dH									Egypt			מִצְרַיִם/(Egypt)		H4714 (614) Gen 10:6,13, 12:10-11, ...
H	JOS,JDG,SA1,KI2,JER,AMO,ZEP,ZEC								Ekron			עֶקְרוֹן		H6138 (22) Josh 13:3, 15:11,45-46, 19:43, Jdg 1:18, ...
H	GEN,CH1,EZR,NEH,ISA,JER								Elam			עֵילָם		H5867 (28) Gen 10:22, 14:1,9, 1Chr 1:17, 8:24, 26:3, ...
H	DEU,KI1,KI2,CH2								Elath			אֵילוֹת		{ H359 (8) Deu 2:8, 1Ki 9:26, 2Ki 14:22, 16:6, 2Chr 8:17, 26:2*
H	DEU,KI1,KI2,CH2								Eloth			אֵילוֹת		{ H359 (8) Deu 2:8, 1Ki 9:26, 2Ki 14:22, 16:6, 2Chr 8:17, 26:2*
wH	EXO,NUM								Elim			אֵילִם		H362 (6) Exo 15:27, 16:1, Num 33:9-10*
H					JOS_15:59				Eltekon			אֶלְתְּקוֹן		H515 (1) Josh 15:59*
H					JOS_15:30,JOS_19:4				Eltolad			אֶלְתּוֹלַד		H513 (2) Josh 15:30, 19:4*
wH	JOS,SA1,CH2,NEH,SNG,EZE								En			 עֵין		{{ H5872,5882,5884 (space changed to hyphen) spring/fountain
H					EZE_47:10				Eneglaim			 עֵין-עֶגְלַיִם		{{ H5882 (space changed to hyphen) (1) Eze 47:10*
H					EZE_47:10				En-eglaim			 עֵין-עֶגְלַיִם		{{ H5882 (space changed to hyphen) (1) Eze 47:10*
H					EZE_47:10				eglaim			 עֶגְלַיִם		{{ H5882 (space changed to hyphen) (1) Eze 47:10*
H					EZE_47:10				Eglaim			 עֶגְלַיִם		{{ H5882 (space changed to hyphen) (1) Eze 47:10*
H	JOS,SA1,CH2,SNG,EZE								Engedi			 עֵין-גֶּדִי		{{ H5872 (space changed to hyphen) (6) Josh 15:62, 1Sam 23:29, 24:1, 2Chr 20:2, Sng 1:14, Eze 47:10*
H	JOS,SA1,CH2,SNG,EZE								En-gedi			 עֵין-גֶּדִי		{{ H5872 (space changed to hyphen) (6) Josh 15:62, 1Sam 23:29, 24:1, 2Chr 20:2, Sng 1:14, Eze 47:10*
wH	JOS,SA1,CH2,SNG,EZE								Gedi			 גֶּדִי		{{ H5872 (space changed to hyphen) (6) Josh 15:62, 1Sam 23:29, 24:1, 2Chr 20:2, Sng 1:14, Eze 47:10*
wH	JOS,SA1,CH2,SNG,EZE								gedi			 גֶּדִי		{{ H5872 (space changed to hyphen) (6) Josh 15:62, 1Sam 23:29, 24:1, 2Chr 20:2, Sng 1:14, Eze 47:10*
H					NEH_11:29				Enrimmon			 עֵין-רִמּוֹן		{ H5884 (space changed to hyphen) (1) Neh 11:29*
H					NEH_11:29				En-rimmon			 עֵין-רִמּוֹן		{ H5884 (space changed to hyphen) (1) Neh 11:29*
H					NEH_11:29				rimmon			 רִמּוֹן		{ H5884 (space changed to hyphen) (1) Neh 11:29*
H					NEH_11:29				Rimmon			 רִמּוֹן		{ H5884 (space changed to hyphen) (1) Neh 11:29*
H	JOS,JDG								Eshtaol			אֶשְׁתָּאֹל		H847 (7) Josh 15:33, 19:41, Jdg 13:25, 16:31, 18:2,8,11*
wH					JOS_15:42,JOS_19:7				Ether			עֵתֶר		H6281 (2) Josh 15:42, 19:7*
wdH	GEN,KI2,CH1,EST,JOB,PSA,ISA,JER,EZE								Ethiopia			כּוּשׁ/(Ethiopia/Cush)		{ H3568 (30) Gen 2:13, 10:6-8. 2Ki 19:8, 1Chr 1:8-10, Est 1:1, ...
wdH	GEN,KI2,CH1,EST,JOB,PSA,ISA,JER,EZE								Cush			כּוּשׁ/(Cush/Ethiopia)		{ H3568 (30) Gen 2:13, 10:6-8. 2Ki 19:8, 1Chr 1:8-10, Est 1:1, ...
H	GEN,DEU,JOS,SA2,KI2,CH1,CH2,JER								Euphrates			פְּרָת		H6578 (19) Gen 2:14, 15:18, Deu 1:7, 11:24, Josh 1:4, 2Sam 8:3, ...
H	JOS,CH1								Ezem			עֶצֶם		H6107 (3) Josh 15:29, 19:3, 1Chr 4:29*
H	NUM,DEU,KI1,CH2								Eziongaber			עֶציֹן-גֶּבֶר		{ H6100 (space changed to hyphen) (7) Num 33:35-36, Deu 2:8, 1Ki 9:26, 22:48, 2Chr 8:27, 20:36*
H	NUM,DEU,KI1,CH2								Eziongeber			עֶציֹן-גֶּבֶר		{ H6100 (space changed to hyphen) (7) Num 33:35-36, Deu 2:8, 1Ki 9:26, 22:48, 2Chr 8:27, 20:36*
H	NUM,DEU,KI1,CH2								Ezion-gaber			עֶציֹן-גֶּבֶר		{ H6100 (space changed to hyphen) (7) Num 33:35-36, Deu 2:8, 1Ki 9:26, 22:48, 2Chr 8:27, 20:36*
H	NUM,DEU,KI1,CH2								Ezion-gaber			עֶציֹן-גֶּבֶר		{ H6100 (space changed to hyphen) (7) Num 33:35-36, Deu 2:8, 1Ki 9:26, 22:48, 2Chr 8:27, 20:36*
wH	NUM,DEU,KI1,CH2								Ezion-			עֶציֹן		{ H6100 (7) Num 33:35-36, Deu 2:8, 1Ki 9:26, 22:48, 2Chr 8:27, 20:36*
wH	NUM,DEU,KI1,CH2								Ezion			עֶציֹן		{ H6100 (7) Num 33:35-36, Deu 2:8, 1Ki 9:26, 22:48, 2Chr 8:27, 20:36*
wH	NUM,DEU,KI1,CH2								gaber			גֶּבֶר		{ H6100 (7) Num 33:35-36, Deu 2:8, 1Ki 9:26, 22:48, 2Chr 8:27, 20:36*
wH	NUM,DEU,KI1,CH2								geber			גֶּבֶר		{ H6100 (7) Num 33:35-36, Deu 2:8, 1Ki 9:26, 22:48, 2Chr 8:27, 20:36*
wH	NUM,DEU,KI1,CH2								-gaber			גֶּבֶר		{ H6100 (7) Num 33:35-36, Deu 2:8, 1Ki 9:26, 22:48, 2Chr 8:27, 20:36*
wH	NUM,DEU,KI1,CH2								-geber			גֶּבֶר		{ H6100 (7) Num 33:35-36, Deu 2:8, 1Ki 9:26, 22:48, 2Chr 8:27, 20:36*
H	JOS,JDG,SA2,CH1								Gaash			גַּעַשׁ		H1608 Mt. (4) Josh 24:30, Jdg 2:9, 2Sam 23:30, 1Chr 11:32*
H					CH1_2:51				Gader			גָּדֵר		{ H1013 Beth-Gader (1) 1Chr 2:51*
H					CH1_2:51				gader			גָּדֵר		{ H1013 Beth-Gader (1) 1Chr 2:51*
H					GEN_31:47,GEN_31:48				Galed			גַּלְעֵד		H1567 (2) Gen 31:47-48*
H	JOS,KI1,KI2,CH1,ISA								Galilee			גָּלִיל		H1551 (6) Josh 20:7, 21:32, 1Ki 9:11, 2Ki 15:29, 1Chr 6:76, Isa 9:1*
H					SA1_25:44,ISA_10:30				Gallim			גַּלִּים		H1554 (2) 1Sam 25:44, Isa 10:30*
wH	JOS,SA1,SA2,KI1,KI2,CH1								Gath			גַּת		H1661 (33) Josh 11:22, 1Sam 5:8, 6:17, 7:14, 17:4,23,52, ...
H	GEN,DEU,JOS,JDG,SA1,KI1,KI2,CH1,JER,AMO,ZEP,ZEC								Gaza			עַזָּה		H5804 (21) Gen 10:19, Deu 2:23, Josh 10:41, 11:22, ..., Acts 8:26
wH	JOS,JDG,SA1,SA2,KI1,KI2,CH1,CH2,EZR,NEH,ISA,ZEC								Geba			גֶּבַע		H1387 (18) Josh 18:24, 21:17, Jdg 20:10, 1Sam 13:3,16, ...
H					PSA_83:7				Gebal			גְּבָל		H1381 (1) Psa 83:7*
H					JOS_15:41,CH2_28:18				Gederoth			גְּדֵרוֹת		H1450 (1) Josh 15:41, 2Chr 28:18*
H					JOS_12:13				Geder			גֶּדֶר		H1445 city in Canaan (1) Josh 12:13*
H					JOS_18:17				Geliloth			גְּלִילוֹת		H1553 (1) Josh 18:17*
H	GEN,CH2								Gerar			גְּרָר		H1642 (10) Gen 10:19, 20:1-2, 26:1,6,17,20,26, 2Chr 14:13-14*
H	DEU,JOS,JDG								Gerizim			גְּרִזִים		H1630 mountain (4) Deu 11:29, 27:12, Josh 8:33, Jdg 9:7*
H	JOS,SA2,CH1								Geshur			גְּשׁוּר		H1650 (9) Josh 13:13, 2Sam 3:3, 13:37-38, 14:23,32, 15:8, 1Chr 2:23, 3:2*
H	JOS,JDG,SA2,KI1,CH1								Gezer			גֶּזֶר		H1507 (15) Josh 10:33, 12:12, 16:3,10, 21:21 Jdg 1:29, ...
H					SA2_2:24				Giah			גִּיַחַ		H1520 (1) 2Sam 2:24*
H	JOS,KI1								Gibbethon			גִּבְּתוֹן		H1405 (6) Josh 19:44, 21:23, 1Ki 15:27, 16:15,17*
H	JOS,JDG,SA1								Gibeah			גִּבְעָה		H1390 (43) Josh 15:57, Jdg 19:12-16, 20:4-5, ...
H	JOS,SA2,KI1,CH1								Gibeon			גִּבְעוֹן		H1391 (37) Josh 9:3,17, 10:1-2,4-6,10,12,41, 11:19, 18:25, 21:17, ...
H					JDG_20:45				Gidom			גִּדְעֹם		H1440 (1) Jdg 20:45*
H	GEN,KI1,CH2								Gihon			גִּיחוֹן		H1521 stream & river & pool(6) Gen 2:13, 1Ki 1:33,38,45, 2Chr 32:30, 33:14*
H	SA1,SA2,CH1								Gilboa			גִּלְבֹּעַ		H1533 mountain (8) 1Sam 28:4, 31:1,8, 2Sam 1:6,21, 21:12, 1Chr 10:1,8*
H									Gilead			גִּלְעָד		{ H1568 (134) Gen 31:21,23,25, 37:25, Num 26:29, ...
H									gilead			גִּלְעָד		{ H1568 (134) Gen 31:21,23,25, 37:25, Num 26:29, ...
H	DEU,JOS,JDG,SA1								Gilgal			גִּלְגָּל		H1537 (41) Deu 11:30, Josh 4:19-20, 5:9-10, 9:6, 10:6-7,9,15,43, ...
H					JOS_15:51,SA2_15:12				Giloh			גִּלֹה		H1542 (2) Josh 15:51, 2Sam 15:12*
H					CH2_28:18				Gimzo			גִּמְזוֹ		H1579 (1) 2Chr 28:18*
H					SA2_4:3,NEH_11:33				Gittaim			גִּתַּיִם		H1664 (2) 2Sam 4:3, Neh 11:33*
wH					SA2_21:18,SA2_21:19				Gob			גֹּב		H1359 (2) 2Sam 21:18-19*
H	DEU,JOS,CH1								Golan			גּוֹלָן		H1474 (4) Deu 4:43, Josh 20:8, 21:27, 1Chr 6:71*
dH	GEN,DEU,ISA,JER,AMO,ZEP								Gomorrah			עֲמֹרָה/(Gomorrah)		H6017 (19) Gen 10:19, 13:10, 14:2,8,10-11, ...
H	GEN,EXO,JOS								Goshen			גּשֶׁן		H1657 (15) Gen 45:10, 46:28-29,34, 47:1,4,6,27, 50:8, Exo 8:22, 9:26, Josh 10:41, 11:16, 15:51*
H									Goyim			גּוֹי		H1471 (561) (Gen 10:5, ...,) Josh 12:23, ...
H	KI2,CH1,ISA								Gozan			גּוֹזָן		H1470 (5) 2Ki 17:6, 18:11, 19:12, 1Chr 5:26, Isa 37:12*
wH					DEU_10:7				Gudgodah			גֻּדְגֹּ-דָה		H1412 (space changed to hyphen) (2) Deu 10:7*
wH					KI2_9:27				Gur			גּוּר		H1483 (1) 2Ki 9:27*
H					CH2_26:7				Gurbaal			גּוּר־בַּעַל		H1485 (dash changed to hyphen) (1) 2Chr 26:7*
H					CH2_26:7				Gur-			גּוּר		H1485 (1) 2Chr 26:7*
H					CH2_26:7				baal			בַּעַל		H1485 (1) 2Chr 26:7*
H					KI2_17:6,KI2_18:11,CH1_5:26				Habor			חָבוֹר		H2249 (3) 2Ki 17:6, 18:11, 1Chr 5:26*
H					SA1_23:19,SA1_26:1,SA1_26:3				Hachilah			חֲכִילָה		H2444 (3) 1Sa 23:19, 26:1,3*
H					ZEC_9:1				Hadrach			חַדְרָךְ		H2317 (1) Zec 9:1*
H					KI2_17:6,KI2_18:11,CH1_5:26				Halah			חֲלַח		H2477 (3) 2Ki 17:6, 18:11, 1Chr 5:26*
H					JOS_11:17,JOS_12:7				Halak			חָלָק		H2510 (2) Josh 11:17, 12:7*
H					JOS_15:58				Halhul			חַלְחוּל		H2478 (1) Josh 15:58*
H					JOS_19:25				Hali			חֲלִי		H2482 (1) Josh 19:25*
H	NUM,JOS,JDG,SA2,KI1,KI2,CH1,CH2,ISA,JER								Hamath			חֲמָת		H2574 (36) Num 13:21, 34:8, Josh 13:5, Jdg 3:3, 2Sam 8:9, ...
H					JOS_19:28,CH1_6:76				Hammon			חַמּוֹן		H2540 (2) Josh 19:28, 1Chr 6:76*
H					JOS_19:35,CH1_2:55				Hammath			חַמַּת		H2575 (2) Josh 19:35, 1Chr 2:55*
H					EZE_39:11,EZE_39:15				Hamon-Gog			הֲמוֹן-גּוֹג		{H1996 (2) Eze 39:11,15*
H					EZE_39:11,EZE_39:15				Hamon-gog			הֲמוֹן-גּוֹג		{H1996 (2) Eze 39:11,15*
H					EZE_39:11,EZE_39:15				Hamon			הֲמוֹן		{H1996 (2) Eze 39:11,15*
wH					EZE_39:11,EZE_39:15				gog			גּוֹג		{H1996 (2) Eze 39:11,15*
wH					CH1_5:26				Hara			הָרָא		H5196 (1) 1Chr 5:26*
H	GEN,KI2,CH1,ISA,EZE								Haran			חָרָן		H2771 (12) Gen 11:31-32, 12:4-5, Gen 27:43, 28:10, 29:4, 2Ki 19:12, 1Chr 2:46, Isa 37:12, Eze 27:23*, Acts 7:2
H					CH1_11:27				Harorite			הֲרוֹרִי		H2033 (1) 1Chr 11:27*
H					EZE_47:16,EZE_47:18				Hauran			חַוְרָן		H2362 (2) Eze 47:16,18*
H	GEN,SA1,CH1								Havilah			חֲוִילָה		H2341 (7) Gen 2:11, 10:7,29, 25:18, 1Sam 15:7, 1Chr 1:9,23*
#NOW ABOVE									Hazar			 חֲצַר		H2702 etc. (village of)
H					EZE_47:17				Hazarenan			 חֲצַר-עֵינוֹן		{{ H2703 space changed to hyphen (1) Eze 47:17*
H					EZE_47:17				Hazar-enan			 חֲצַר-עֵינוֹן		{{ H2703 space changed to hyphen (1) Eze 47:17*
H					EZE_47:17				enan			 עֵינוֹן		{{ H2703 space changed to hyphen (1) Eze 47:17*
H					EZE_47:17				Enan			 עֵינוֹן		{{ H2703 space changed to hyphen (1) Eze 47:17*
H					NUM_34:9,NUM_34:10,EZE_48:1				Hazarenan			 חֲצַר-עֵינָן		{{ H2704 space changed to hyphen (3) Num 34:9-10, Eze 48:1*
H					NUM_34:9,NUM_34:10,EZE_48:1				Hazar-enan			 חֲצַר-עֵינָן		{{ H2704 space changed to hyphen (3) Num 34:9-10, Eze 48:1*
H					NUM_34:9,NUM_34:10,EZE_48:1				enan			 עֵינָן		{{ H2704 space changed to hyphen (3) Num 34:9-10, Eze 48:1*
H					NUM_34:9,NUM_34:10,EZE_48:1				Enan			 עֵינָן		{{ H2704 space changed to hyphen (3) Num 34:9-10, Eze 48:1*
H	JOS,CH1,NEH								Hazarshual			 חֲצַר-שׁוּעָל		{ H2705 space changed to hyphen (4) Josh 15:28, 19:3, 1Chr 4:28, Neh 11:27*
H	JOS,CH1,NEH								Hazar-shual			 חֲצַר-שׁוּעָל		{ H2705 space changed to hyphen (4) Josh 15:28, 19:3, 1Chr 4:28, Neh 11:27*
H	JOS,CH1,NEH								shual			 שׁוּעָל		{ H2705 (4) Josh 15:28, 19:3, 1Chr 4:28, Neh 11:27*
H					EZE_47:16				Hazarhatticon			חֲצַר-הַתִּיכוֹן		{{{ H2694 space changed to hyphen (1) Eze 47:16*
H					EZE_47:16				Hazar-hatticon			חֲצַר-הַתִּיכוֹן		{{{ H2694 space changed to hyphen (1) Eze 47:16*
H					EZE_47:16				hatticon			הַתִּיכוֹן		{{{ H2694 space changed to hyphen (1) Eze 47:16*
H					EZE_47:16				hattikon			הַתִּיכוֹן		{{{ H2694 space changed to hyphen (1) Eze 47:16*
H					CH1_4:31				Hazarsusim			 חֲצַר-סוּסִים		{{ H2702 space changed to hyphen (1) 1Chr 4:31*
H					CH1_4:31				Hazar-susim			 חֲצַר-סוּסִים		{{ H2702 space changed to hyphen (1) 1Chr 4:31*
H					CH1_4:31				susim			 סוּסִים		{{ H2702 (1) 1Chr 4:31*
H	NUM,DEU								Hazeroth			 חֲצֵרוֹת		H2698 (6) Num 11:35, 12:16, 33:17-18, Deu 1:1*
H					GEN_14:7,CH2_20:2				Hazezontamar			 חַצְצוֹן-תָּמָר		{{ H2688 space changed to hyphen (2) Gen 14:7, 2Chr 20:2*
H					GEN_14:7,CH2_20:2				Hazezon-tamar			 חַצְצוֹן-תָּמָר		{{ H2688 space changed to hyphen (2) Gen 14:7, 2Chr 20:2*
H					GEN_14:7,CH2_20:2				Hazezon			 חַצְצוֹן		{{ H2688 (2) Gen 14:7, 2Chr 20:2*
H					GEN_14:7,CH2_20:2				Hazazon-			 חַצְצוֹן		{{ H2688 (2) Gen 14:7, 2Chr 20:2*
H					GEN_14:7,CH2_20:2				tamar			 תָּמָר		{{ H2688 space changed to hyphen (2) Gen 14:7, 2Chr 20:2*
H									Hazor			חָצוֹר		H2674 (18) Josh 11:1,10-11,13, 12:19, 15:23,25, ...
H									Hebron			חֶבְרוֹן		H2275 (71) Gen 13:18, 23:2,19, 35:27, 37:14, Exo 6:18, Num 3:19, 13:22, ...
H					SA2_10:16,SA2_10:17				Helam			חֵילָם		H2431 (2) 2Sam 10:16-17*
H					JDG_1:31				Helbah			חֶלְבָּה		H2462 (1) Jdg 1:31*
H					EZE_27:18				Helbon			חֶלְבּוֹן		H2463 (1) Eze 27:18*
H	KI2,ISA								Hena			הֵנַע		H2012 (3) 2Ki 18:34, 19:13, Isa 37:13*
H	NUM,JOS,KI1,CH1								Hepher			חֵפֶר		H2660 (9) Num 26:32-33, 27:1, Josh 12:17, 17:2-3, 1Ki 4:10, 1Chr 4:6, 11:36*
wH					JDG_1:35				Heres			חֶרֶס		H2776 (1) Jdg 1:35*
H					CH1_9:15				Heresh			חֶרֶשׁ		H2792 (1) 1Chr 9:15*
H					SA1_22:5				Hereth			חֶרֶת		H2802 (1) 1Sam 22:5*
H	DEU,JOS,CH1,PSA,SNG								Hermon			חֶרְמוֹן		H2768 (13) Deu 3:8-9, 4:48, Josh 11:3,17, ...
H									Heshbon			חֶשְׁבּוֹן		H2809 (38) Num 21:25-28,30,34, 32:3, 32:37, Deu 1:4, 2:24,26,30, ...
